CIK#,Ticker,Subsidiaries
49071,hum,Humana Health Plan Administrators 
49071,hum,Humana Insurance Company of Kentucky
49071,hum,"Humana MarketPOINT, Inc. "
49071,hum,Humana MarketPOINT Insurance Sales 
49071,hum,"Humco, Inc."
49071,hum,"Preservation on Main, Inc."
49071,hum,"The Dental Concern, Inc. "
49071,hum,"The Dental Concern/KY, Inc. "
49071,hum,"The Dental Concern/KY, Inc. "
49071,hum,The Humana Foundation Inc.
49071,hum,"516-526 West Main Street Condominium Council of Co-Owners, Inc."
49071,hum,"Humana Health Benefit Plan of Louisiana, Inc. "
49071,hum,Humana
49071,hum,Humana of Louisiana
49071,hum,Ochsner Health Plan
49071,hum,"Humana Health Plan Interests, Inc."
49071,hum,Humana Insurance Company of New York
49071,hum,"American Dental Plan of North Carolina, Inc."
49071,hum,"Humana Health Plan of Ohio, Inc. "
49071,hum,ChoiceCare/Humana 
49071,hum,Humana/ChoiceCare 
49071,hum,"Healthcare E-Commerce Initiative, Inc."
49071,hum,"Humana Health Plans of Puerto Rico, Inc."
49071,hum,"Humana Insurance of Puerto Rico, Inc."
49071,hum,"Humana MarketPOINT of Puerto Rico, Inc."
49071,hum,Kanawha Insurance Company 
49071,hum,Kanawha Adjusters 
49071,hum,Cariten Health Plan Inc.
49071,hum,Cariten Insurance Company
49071,hum,"Kanawha Healthcare Solutions, Inc. "
49071,hum,Kanawha HealthCare Solutions Administrators 
49071,hum,"PHP Companies, Inc. "
49071,hum,Cariten Healthcare
49071,hum,"Preferred Health Partnership, Inc. "
49071,hum,Cariten TPA Services
49071,hum,"Preferred Health Partnership of Tennessee, Inc."
49071,hum,CompBenefits Insurance Company
49071,hum,"DentiCare, Inc. "
49071,hum,CompBenefits
49071,hum,"Corphealth Healthcare, Inc."
49071,hum,"Corphealth, Inc. "
49071,hum,LifeSynch
49071,hum,"Corphealth Provider Link, Inc."
49071,hum,Emphesys Insurance Company
49071,hum,"Humana Health Plan of Texas, Inc."
49071,hum,"Texas Dental Plans, Inc."
49071,hum,"Humana Medical Plan of Utah, Inc."
49071,hum,"Managed Care Indemnity, Inc. "
49071,hum,Witherspoon Parking Garage 
49071,hum,KMG America Corporation
49071,hum,"CareNetwork, Inc. "
49071,hum,CARENETWORK
49071,hum,Humana Insurance Company
49071,hum,Humana Wisconsin Health Organization Insurance Corporation 
49071,hum,WHOIC
49071,hum,WHO
49071,hum,HumanaDental Insurance Company
49071,hum,Independent Care Health Plan 
51253,iff,Danisco Argentina S.A.
51253,iff,Solae Argentina S.A.
51253,iff,Enzymotec Australia Pty Ltd
51253,iff,Taura Natural Ingredients Holdings Pty Limited
51253,iff,Bush Boake Allen Australia Pty Ltd
51253,iff,IFF Australia Holdings Pty Limited
51253,iff,International Flavours & Fragrances (Australia) Pty Ltd
51253,iff,Lucas Meyer Cosmetics Australia Pty Ltd
51253,iff,Southern Cross Botanicals Pty Ltd
51253,iff,Danisco Australia Pty Limited
51253,iff,KELP INDUSTRIES PTY. LTD.
51253,iff,Nutrition & Biosciences Australia Pty Ltd
51253,iff,Solae Australia Pty Limited
51253,iff,Frutarom GmbH
51253,iff,Frutarom Savory Solutions Austria GmbH
51253,iff,world wide Wiberg GmbH
51253,iff,Danisco Austria GmbH
51253,iff,PTI-BEL TUE
51253,iff,Frutarom Belgium N.V.
51253,iff,Taura Natural Ingredients NV
51253,iff,TNI Investments NV
51253,iff,Danisco Ingredients Belgium N.V.
51253,iff,Genencor International BV
51253,iff,Solae Belgium N.V.
51253,iff,Bremil Industria E Comercio de Ingredientes Alimenticios Ltda(1)
51253,iff,Bremil S/A Industria de Produtos Alimenticios(2)
51253,iff,Envoltec Industria de Embalagens Ltda(3)
51253,iff,Frutarom do Brazil Industria e Comercio Ltda.
51253,iff,Sabormax Industria de Alimentos E Representacao Ltda(4)
51253,iff,Frutarom do Brasil GRU Indsutria e Comercio Ltda
51253,iff,Bush Boake Allen Do Brasil Indústria e Comércio Ltda.
51253,iff,IFF Essências e Frangrâncias Ltda.
51253,iff,Danisco Brasil Ltda.
51253,iff,Dupont Nutrition Brasil Ingredientes Ltda
51253,iff,Nutrition & Biosciences Brasil Ingredientes Ltda.
51253,iff,Protein Technologies International Do Brasil Ltda
51253,iff,Solae Do Brasil Holdings Ltda
51253,iff,Solae Do Brasil Indústria E Comércio De Alimentos Ltda
51253,iff,Solae Investimentos Ltda
51253,iff,Fragrance Resources Asia Pacific Limited
51253,iff,IFF (BVI) Limited
51253,iff,Name of Entity
51253,iff,1456111 Ontario Limited
51253,iff,Les Ingrédients Alimentaires BSA Inc.
51253,iff,Wiberg Canada Inc.
51253,iff,Wiberg Corporation
51253,iff,International Flavors & Fragrances (Canada) Ltd.
51253,iff,Lucas Meyer Cosmetics Canada Inc.
51253,iff,Danisco Canada Inc.
51253,iff,Frutarom Chile S.A.
51253,iff,Bush Boake Allen Chile S.A.
51253,iff,International Flavors & Fragrances I.F.F. (Chile) Limitada
51253,iff,Danisco Chile S.A.
51253,iff,Fangchen International Trading Ltd(5)
51253,iff,"Frutarom F&F Trading (Shanghai) Co., Ltd."
51253,iff,"Frutarom Flavors (Kushan) Co., Ltd."
51253,iff,Inventive Food Technology (ZQ) Ltd.
51253,iff,"Pucheng Yongfang Fragrance Technology Co., Ltd.(6)"
51253,iff,"Tastepoint Flavors (Shanghai) Co., Ltd."
51253,iff,"Fragrance Resources (Shanghai) Co., Ltd"
51253,iff,"IFF Bio Technology (Nanjing) Co., Ltd."
51253,iff,"IFF Flavors & Fragrances (Hangzhou) Trading Co., Ltd."
51253,iff,International Flavors & Fragrances (China) Ltd.
51253,iff,"International Flavors & Fragrances (Hangzhou) Co., Ltd.(7)"
51253,iff,"International Flavors & Fragrances (ZhangJiagang) Co., Ltd."
51253,iff,"International Flavors & Fragrances (Zhejiang) Co., Ltd."
51253,iff,"Danisco (China) Co., Ltd."
51253,iff,Danisco (China) Holding Company Limited
51253,iff,"Danisco (Zhangjiagang) Textural Ingredients Co., Ltd."
51253,iff,"Danisco Biosciences (Shanghai) Co., Ltd."
51253,iff,"DuPont (Shanghai) Enterprise Co., Ltd."
51253,iff,"Danisco Health Foods (Beijing) Co., Ltd."
51253,iff,Danisco Shineway Luohe Food Company Limited(8)
51253,iff,Danisco Shineway Luohe Soy Industry Company Limited(9)
51253,iff,"Genencor (China) Bio-Products Co., Ltd."
51253,iff,"Solae Trading (Shanghai) Co., Ltd."
51253,iff,International Flavors and Fragrances Colombia S.A.S.
51253,iff,Danisco Colombia Ltda.
51253,iff,Specialty Products Balkans d.o.o.
51253,iff,Alpris Holdings Ltd.
51253,iff,Vantodio Holdings Limited
51253,iff,"Tastepoint CZ, s.r.o."
51253,iff,"Danisco Czech Republic, a.s."
51253,iff,Cometra ApS
51253,iff,DuPont Nutrition Biosciences ApS
51253,iff,Solae Denmark ApS
51253,iff,"FYMSA del Caribe, S.R.L(10)"
51253,iff,MISR Company for Aromatic Products (S.A.E.)
51253,iff,Danisco Egypt Trading LLC
51253,iff,Aromco Ltd.
51253,iff,Dandy Lions Limited
51253,iff,Flavours and Essences UK Limited
51253,iff,FoodBlenders Limited
51253,iff,Frutarom  Etol (UK) Limited
51253,iff,Frutarom (UK) Ltd.
51253,iff,Frutarom UK Investments Limited
51253,iff,Hagelin Flv (UK) Ltd.
51253,iff,Redbrook (UK) Limited
51253,iff,Savoury Flavours (Holding) Limited
51253,iff,Savoury Flavours Ltd.
51253,iff,Unique Ingredients Limited
51253,iff,"A. Boake, Roberts And Company (Holding), Limited"
51253,iff,Bush Boake Allen Enterprises Limited
51253,iff,Bush Boake Allen Holdings (U.K.) Limited
51253,iff,Bush Boake Allen Limited
51253,iff,International Flavours & Fragrances (CIL) Limited
51253,iff,International Flavours & Fragrances (GB) Holdings Limited
51253,iff,International Flavours & Fragrances (Pension Trustees) Limited
51253,iff,International Flavours & Fragrances I.F.F. (Great Britain) Limited
51253,iff,Danisco Holdings (UK) Ltd.
51253,iff,Danisco UK Ltd.
51253,iff,DuPont Nutrition Manufacturing UK Limited
51253,iff,Solae (UK) Limited
51253,iff,Danisco Sweeteners Oy
51253,iff,Finnfeeds Finland Oy
51253,iff,Finnfeeds Oy
51253,iff,Genencor International Oy
51253,iff,Rene Laurent SAS
51253,iff,Atelier du Parfumeur IFF Grasse SAS
51253,iff,Institut Européen de Biologie Cellulaire
51253,iff,International Flavors & Fragrances France Holding I SAS
51253,iff,International Flavors & Fragrances France Holding III SAS
51253,iff,International Flavors & Fragrances IFF (France)
51253,iff,Lucas Meyer Cosmetics
51253,iff,Danisco France SAS
51253,iff,Nutrition & Biosciences (France) SAS
51253,iff,extrakt chemie Dr. Bruno Stellmach GmbH
51253,iff,Frutarom Germany GmbH
51253,iff,Frutarom Production GmbH
51253,iff,Frutarom Savory Solutions Germany GmbH
51253,iff,IFF Fragrance GmbH
51253,iff,International Flavors & Fragrances IFF (Deutschland) G.M.B.H.
51253,iff,Leagel GmbH(11)
51253,iff,Danisco Deutschland GmbH
51253,iff,DDP Specialty Products Germany GmbH & Co. KG
51253,iff,DSP Germany N&B Real Estate GmbH & Co. KG
51253,iff,N&B Produktions- und Verwaltungs-GmbH
51253,iff,N&B Real Estate Verwaltungs-GmbH
51253,iff,Solae Deutschland GmbH
51253,iff,Danisco Nutrition & Bioscience Greece Ltd
51253,iff,Aroma S.A.
51253,iff,Manseg S.A.
51253,iff,Danisco Centro America S.A.
51253,iff,Danisco Guatemala S.A.
51253,iff,Frutarom (Asia Pacific) Limited
51253,iff,Inventive Technology Ltd.
51253,iff,Prowin International Ltd.
51253,iff,VAYA Pharma Hong Kong Ltd
51253,iff,International Flavors & Fragrances (Hong Kong) Limited
51253,iff,Nutrition & Biosciences Hong Kong Limited
51253,iff,IFF Hungary Global Korlátolt Felel?sség? Társaság
51253,iff,International Flavors & Fragrances I.F.F. (Hungary) Korlátolt Felel?sség? Társaság
51253,iff,Nutrition & Biosciences Hungary Kft.
51253,iff,Thorverk Ltd / Thorungaverksmidjan hf. / Þörungaverksmiðjan hf.(12)
51253,iff,Sonarome Private Limited(13)
51253,iff,International Flavours & Fragrances India Private Limited(14)
51253,iff,Danisco (India) Private Limited
51253,iff,Danisco Nutrition and Biosciences India Private Limited
51253,iff,Solae Company India Private Limited
51253,iff,P.T. Essence Indonesia
51253,iff,PT. INTERNATIONAL FLAVORS FRAGRANCES INDONESIA
51253,iff,Redbrook Blentech Limited
51253,iff,Redbrook Ingredient Services Limited
51253,iff,Aromatics Holdings Limited
51253,iff,Irish Flavours and Fragrances Limited
51253,iff,DuPont Nutrition Ireland
51253,iff,DuPont Nutrition Manufacturing Ireland Limited
51253,iff,Arvin Company
51253,iff,Belden Company
51253,iff,Frutarom (UK) Holdings Limited
51253,iff,Frutarom Global Ltd.
51253,iff,Frutarom Industries Ltd.
51253,iff,Frutarom Ltd.
51253,iff,Nutra-Lease Ltd.(15)
51253,iff,BKF Vision Ltd
51253,iff,International Flavors & Fragrances I.F.F. (Israel) Ltd.
51253,iff,International Flavors and Fragrances Ingredients Ltd
51253,iff,K - Vision Consulting and Investments Ltd
51253,iff,M.P. Equity Holdings Ltd
51253,iff,Frutarom Italy S.r.l
51253,iff,WIBERG Italia S.r.l.
51253,iff,International Flavors e Fragrances IFF (Italia) S.R.L.
51253,iff,Danisco Italy S.p.A.
51253,iff,Nutrition & Biosciences Italy S.r.l.
51253,iff,International Flavors & Fragrances (Japan) Ltd.
51253,iff,Danisco Japan Limited
51253,iff,Nutrition & Biosciences Japan K.K.
51253,iff,PTI Astana LLC
51253,iff,Frutarom Kenya Limited
51253,iff,DuPont de Nemours Kenya Limited
51253,iff,IFF (Korea) Inc.
51253,iff,Danisco Nutrition & Biosciences Korea Ltd.
51253,iff,Frutarom Finance EUR AG
51253,iff,International Flavors & Fragrances (Luxembourg) S.à r.l.
51253,iff,International Flavors & Fragrances Ardenne S.à r.l.
51253,iff,Nutrition & Bioscience (Luxembourg) S.à r.l.
51253,iff,LAtelier Vanille Madagascar
51253,iff,International Flavors & Fragrances (Malaysia) Sdn. Bhd.
51253,iff,Danisco Malaysia Sdn. Bhd.
51253,iff,International Flavours & Fragrances (Mauritius) Ltd
51253,iff,Genencor Mauritius Ltd
51253,iff,Frutarom Flavors Mexico S.A. de C.V.
51253,iff,"Proveedores de Ingeniería Alimentaria, S.A. de C.V. (PIASA)(16)"
51253,iff,"Representaciones FYMSA, S.A. de C.V (FYMSA)(17)"
51253,iff,Frutarom Mexico S.A.
51253,iff,"Bush Boake Allen Controladora, S.A. DE C.V."
51253,iff,"International Flavors & Fragrances (Mexico), SA de CV"
51253,iff,Danisco Mexicana S.A. de C.V.
51253,iff,Dupont Nutrition Mexicana S.A De C.V.
51253,iff,Dupont Nutrition Mexico S.A De C.V.
51253,iff,Solae De Mexico S. A. De C.V.
51253,iff,PTI-MOL LLC
51253,iff,ERELEM
51253,iff,International Flavors & Fragrances (Myanmar) Limited
51253,iff,Frutarom Netherlands B.V.
51253,iff,Bush Boake Allen Benelux B.V.
51253,iff,International Flavors & Fragrances (Nederland) Holding B.V.
51253,iff,International Flavors & Fragrances I.F.F. (Nederland) B.V.
51253,iff,Danisco Holland B.V.
51253,iff,Danisco Zaandam BV
51253,iff,DuPont LA Holding I B.V.
51253,iff,Genencor International Holding B.V.
51253,iff,Genencor International B.V.
51253,iff,IB EMEA Holding 2 B.V.
51253,iff,MC (Netherlands) B.V.
51253,iff,N&B EMEA Holding B.V.
51253,iff,N&B International Holding B.V.
51253,iff,N&B Services B.V.
51253,iff,N&H EMEA Holding 1 B.V.
51253,iff,N&H EMEA Holding 2 B.V.
51253,iff,N&H EMEA Holding B.V.
51253,iff,N&H International Holding 1 B.V.
51253,iff,New Asia Holdco B.V.
51253,iff,Nutrition & Biosciences Netherlands B.V.
51253,iff,Solae Overseas B.V.
51253,iff,SP EMEA Holding 8 B.V.
51253,iff,Taura Natural Ingredients Limited
51253,iff,International Flavours & Fragrances (NZ) Limited
51253,iff,Danisco New Zealand Limited
51253,iff,Nutrition & Biosciences New Zealand Limited
51253,iff,Frutarom Nigeria Limited
51253,iff,IFF West Africa Limited
51253,iff,Du Pont de Nemours Nigeria Limited
51253,iff,Etol Skopje DRUTVO ZA TRGOVIJA ETOL UVOZ-IZVOZ DOOEL
51253,iff,Ingrediants dooel Skopje
51253,iff,DuPont Nutrition Norge AS
51253,iff,Nutrition & Bioscience Pakistan (Private) Ltd
51253,iff,Frutarom Perú S.A. (Montana Food activity)
51253,iff,Danisco Perú S.A.C
51253,iff,"International Flavors & Fragrances (Philippines), Inc."
51253,iff,DuPont Nutrition Philippines Inc.
51253,iff,Amco SP Z.O.O
51253,iff,Tastepoint Polska Z.o.o.
51253,iff,International Flavors & Fragrances (Poland) Sp. z o.o.
51253,iff,Danisco Poland Sp. z.o.o
51253,iff,Chemical Process Materials and Equipment S.A.
51253,iff,International Aroma Group
51253,iff,Mark Services Holdings Inc.
51253,iff,Frutarom (Marketing) S.R.L.
51253,iff,Frutarom Etol RO SRL
51253,iff,"ETOL-RUS, Ltd."
51253,iff,OOO Wiberg Rus
51253,iff,Platinum Absolut LLC
51253,iff,PTI Center LLC
51253,iff,LLC PTI Group of companies (short name GK PTI)
51253,iff,PTI-NN LLC
51253,iff,Tastepoint OOO (Tastepoint Russia Ltd)
51253,iff,Tekhnomol Soya Products LLC
51253,iff,International Flavors & Fragrances I.F.F. (Rus)
51253,iff,ZAO Danisco (Closed Joint Stock Company Danisco)
51253,iff,Leagel S.r.l.(18)
51253,iff,Tastepoint JVE d.o.o. Novi Sad
51253,iff,Enzymotec Singapore Pte Ltd
51253,iff,Vaya Pharma Pte Ltd(19)
51253,iff,International Flavors & Fragrances (Greater Asia) Pte. Ltd.
51253,iff,Danisco Singapore Pte. Ltd.
51253,iff,"ETOL SK, s.r.o."
51253,iff,Etol Proizvodnja Arom D.O.O
51253,iff,Tastepoint d.o.o.
51253,iff,VITIVA proizvodnja in storitve d.d. (Short name: VITIVA d.d.)
51253,iff,Tastepoint SA (Pty) Ltd
51253,iff,Unique Flavors Proprietary Limited
51253,iff,Unique Food Solutions Proprietary Limited
51253,iff,International Flavors and Fragrances IFF (South Africa) (Proprietary) Limited
51253,iff,Danisco South Africa (Pty) Ltd.
51253,iff,"DuPont Protein Technologies International Sales, LLC"
51253,iff,"IFF Murcia Natural Ingredients, S.L.U"
51253,iff,"IFF Benicarló, S.L."
51253,iff,"IFF Latin American Holdings (España), S.L."
51253,iff,"International Flavors & Fragrances I.F.F. (España), S.A."
51253,iff,DuPont Nutrition and Biosciences Ibérica S.L.U.
51253,iff,IFF Lanka Private Limited
51253,iff,International Flavors & Fragrances I.F.F. (Norden) AB
51253,iff,Speximo AB
51253,iff,Danisco Cultor Sweden AB
51253,iff,Nutrition & Biosciences (Sweden) AB
51253,iff,Frutarom Savory Solutions Switzerland AG
51253,iff,Frutarom Switzerland Finance CHF AG
51253,iff,Frutarom Switzerland Finance GBP AG
51253,iff,Frutarom Switzerland Finance MXN AG
51253,iff,Frutarom Switzerland Finance USD AG
51253,iff,Frutarom Switzerland Ltd.
51253,iff,Danisco Cultor (Switzerland) AG
51253,iff,Danisco Switzerland AG
51253,iff,Nutrition & Biosciences (Switzerland) GmbH
51253,iff,Solae Europe Sarl
51253,iff,International Flavors & Fragrances Taiwan Limited
51253,iff,The Mighty Company Limited(20)
51253,iff,International Flavours & Fragrances (Thailand) Limited
51253,iff,DuPont Nutrition (Thailand) Ltd.
51253,iff,"Nutrition & Bioscience (Thailand) Co., Ltd."
51253,iff,DuPont Nutrition (Thailand) Ltd. - Branch
51253,iff,Etol Aroma Ve Baharat Gida Ürünleri San.ve Tic.a.?.
51253,iff,Frutarom Gida Ürünleri Sanayi Ve Ticaret Limited Sirketi
51253,iff,WIBERG Baharat Sanayi Ve Ticaret Anonim ?irketi
51253,iff,IFF Aroma Esans Sanayi Ve Ticaret Anonim ?irketi
51253,iff,IFF Turkey Aroma ve Esans Ürünleri Satis Ticaret Anonim Sirketi
51253,iff,Danisco Dis Ticaret Limited Sirketi
51253,iff,DuPont Nutrition Dis Ticaret Limited Sirketi
51253,iff,Frutarom Etol Ukraine LLC.
51253,iff,Frutarom Savory Solutions Ukraine
51253,iff,PARMA FA
51253,iff,PTI-Ukraine LLC
51253,iff,Danisco Ukraine LLC
51253,iff,International Flavors & Fragrances (Middle East) FZ-LLC
51253,iff,"CitraSource Holdings, L.L.C."
51253,iff,Crestmont Investment Co.
51253,iff,"Eden Essentials, Inc."
51253,iff,Enzymotec USA Inc.
51253,iff,"Flavor Systems International, Inc."
51253,iff,"Frutarom USA Holding, Inc."
51253,iff,Frutarom USA Inc.
51253,iff,FYMSA Real Estate LLC(21)
51253,iff,Grow Company Inc.
51253,iff,International Frutarom Corporation
51253,iff,"PIASA USA, LLC(22)"
51253,iff,Taura Natural Ingredients (North America) Inc.
51253,iff,The Foote & Jenks Corporation
51253,iff,UFC America Inc.
51253,iff,Vaya Pharma Inc
51253,iff,W.W. Holdings Inc.
51253,iff,Wiberg Corporation of California
51253,iff,"Asian Investments, Inc."
51253,iff,Bush Boake Allen Inc.
51253,iff,Columbia PhytoTechnology LLC
51253,iff,"iDrug Delivery, Inc.(23)"
51253,iff,IFF Augusta Holdings LLC
51253,iff,IFF Chemical Holdings Inc.
51253,iff,IFF International Inc.
51253,iff,IFF Worldwide LLC
51253,iff,International Flavors & Fragrances (Caribe) Inc.
51253,iff,"International Flavors & Fragrances Holdings, LLC"
51253,iff,MC (US) 1 LLC
51253,iff,Neptune Merger Sub II LLC
51253,iff,Tastepoint Inc.
51253,iff,The Additive Advantage LLC
51253,iff,"van Ameringen-Haebler, Inc."
51253,iff,"Health Wright Products, LLC"
51253,iff,Sweeteners (US) LLC
51253,iff,"Agtech Products, Inc."
51253,iff,"Butamax Advanced Biofuels, LLC"
51253,iff,Danisco Holding USA Inc.
51253,iff,Danisco US Inc.
51253,iff,Danisco USA Inc.
51253,iff,"IFF Acquisition, LLC"
51253,iff,DuPont Danisco Cellulosic Ethanol LLC
51253,iff,"IFF Electronics Holding, LLC"
51253,iff,"DuPont Nutrition USA, Inc."
51253,iff,"IFF Protein Technologies International Sales, LLC"
51253,iff,"IFF S&C Holding, LLC"
51253,iff,"IFF US Holding, LLC"
51253,iff,"Finnsugar Bioproducts, Inc."
51253,iff,"Genencor International Wisconsin, Inc."
51253,iff,"Genentech Ventures, Inc. GTVI"
51253,iff,MC (US) 2 LLC
51253,iff,"Nutrition & Biosciences USA 1, LLC"
51253,iff,"Nutrition & Biosciences USA 3, LLC"
51253,iff,"Nutrition & Biosciences USA 4, Inc."
51253,iff,"PM Taiwan, Inc."
51253,iff,"Pointer Specialty Chemicals, LLC"
51253,iff,Solae Holdings LLC
51253,iff,"Solae, LLC"
51253,iff,"SP Holding IB, Inc."
51253,iff,"SP Nutrition and Health (Singapore), Inc."
51253,iff,"Specialty Products N&H, Inc."
51253,iff,"Specialty Products US, LLC"
51253,iff,PTI CA LLC
51253,iff,"Venezuelan Protein Technologies International - Pti, C.A."
51253,iff,International Flavors & Fragrances (Vietnam) Limited Liability Company
51253,iff,Nutrition & Biosciences Vietnam Company Limited
51253,iff,Bush Boake Allen Zimbabwe (Private) Limited
51253,iff,International Flavors & Fragrances (Zimbabwe) (Private) Ltd.
51434,ip,"Branigar Organization, Inc., The"
51434,ip,"Carton y Papel Reciclado, S.A."
51434,ip,"Cartonajes International, S.L."
51434,ip,"Cartonajes Union, S.L."
51434,ip,Certified Forest Management LLC
51434,ip,CircleTree Insurance Company
51434,ip,CMCP - INTERNATIONAL PAPER S.A.S.
51434,ip,Commercial Realty & Properties LLC
51434,ip,"Corrugated Supplies Company, LLC"
51434,ip,Creapack PLV
51434,ip,"EM Xpedx, S.A. De C.V."
51434,ip,Emballages Laurent SAS
51434,ip,English Oak LLC
51434,ip,Federal Forestlands Inc.
51434,ip,I.P. CONTAINER HOLDINGS (SPAIN) S.L.
51434,ip,International Paper (Asia) Limited
51434,ip,International Paper (Europe) S.à r.l.
51434,ip,International Paper (India) LLP
51434,ip,International Paper (New Zealand) Limited
51434,ip,"International Paper (Poland) Holding sp. z o.o., w likwidacji"
51434,ip,International Paper Asia Limited (Branch Office)
51434,ip,International Paper Cabourg SAS
51434,ip,International Paper Canada Pulp Holdings ULC
51434,ip,International Paper Cartones Ltda.
51434,ip,"International Paper Cartovar, S.A."
51434,ip,International Paper Cellulose Fibers (Poland) sp. z o.o.
51434,ip,International Paper Cellulose Fibers Sales Sàrl
51434,ip,International Paper Company [Delaware]
51434,ip,International Paper Company Employee Relief Fund
51434,ip,International Paper Company Foundation
51434,ip,International Paper Container (France) Holding SAS
51434,ip,"International Paper CTA (Mexico), S. de R.L. de C.V."
51434,ip,International Paper Distribution (Shanghai) Limited
51434,ip,INTERNATIONAL PAPER DUTCH SERVICES B.V.
51434,ip,"International Paper Export Sales, Inc."
51434,ip,"International Paper Financial Services, Inc."
51434,ip,International Paper France SAS
51434,ip,International Paper Global Cellulose Fibers Holdings S.à r.l.
51434,ip,International Paper Holdings (Luxembourg) S.à r.l.
51434,ip,"International Paper Investment (Shanghai) Co., Ltd."
51434,ip,"International Paper Investment (Shanghai) Co., Ltd., Guangzhou Branch"
51434,ip,International Paper Investments (Luxembourg) S.à r.l.
51434,ip,International Paper Italia Srl
51434,ip,International Paper Japan Limited
51434,ip,"International Paper Madrid Mill, S.L."
51434,ip,International Paper Manufacturing & Distribution Limited
51434,ip,"International Paper Mexico Company, S. de R.L. de C.V."
51434,ip,International Paper Molded Fiber LLC
51434,ip,International Paper Peru S.R.L.
51434,ip,International Paper Polska Sp. z o.o.
51434,ip,International Paper Professional Services Corporation
51434,ip,International Paper Russia Holding B.V.
51434,ip,International Paper Saint-Amand
51434,ip,International Paper Switzerland GmbH
51434,ip,"IP Acquisition I, LLC"
51434,ip,IP Belgian Services Company SRL
51434,ip,IP Canada Holdings Limited
51434,ip,IP CBPR Properties 2 LLC
51434,ip,IP CBPR Properties LLC
51434,ip,IP Commercial Properties LLC
51434,ip,IP Eagle LLC
51434,ip,IP East Holding (Singapore) Pte. Ltd.
51434,ip,IP Forest Resources Company
51434,ip,"IP International Holdings, Inc."
51434,ip,IP Mexico Holdings S.à r.l.
51434,ip,IP Petroleum LLC
51434,ip,IP Realty Holdings LLC
51434,ip,IP Singapore Holding Pte. Ltd.
51434,ip,"IP Timberlands Operating Company, Ltd."
51434,ip,"IP-35, Inc."
51434,ip,Lacebark LLC
51434,ip,Lake Superior Land Company
51434,ip,Longleaf Insurance Company
51434,ip,"Lost Creek, Inc."
51434,ip,Med Packaging SARL
51434,ip,"Northwest Pines, Inc."
51434,ip,Papeteries d'Espaly SAS
51434,ip,"Red Bird Receivables, LLC"
51434,ip,Sabine River & Northern Railroad Company
51434,ip,Societe Mediterraneenne d'Emballages SAS
51434,ip,Societe Normande de Carton Ondule SAS
51434,ip,SP Forests L.L.C.
51434,ip,"Supplier Finance Company, LLC"
51434,ip,Sustainable Forests L.L.C.
51434,ip,Temple Associates LLC
51434,ip,"Timberlands Capital Corp. II, Inc."
51434,ip,"Timberlands Capital Corp. III, Inc."
51434,ip,"TIN Land Financing, LLC"
51434,ip,"TIN Timber Financing, LLC"
51434,ip,U. C. Realty LLC
55067,k,"1906 Mexicali Co, S. DE R. L. DE C.V."
55067,k,Afical - Industria e Comercio de Alimentos Ltda
55067,k,Afical Holding LLC
55067,k,Alimentos Gollek S.A.
55067,k,Alimentos Kellogg de Panama SRL
55067,k,"Alimentos Kellogg, S.A."
55067,k,"AQFTM, Inc."
55067,k,"Argkel, Inc."
55067,k,"Austin Quality Foods, Inc."
55067,k,"BDH, Inc."
55067,k,"Bear Naked, Inc."
55067,k,Bisco Misr*
55067,k,BC Mex I LLC
55067,k,BC Mex II LLC
55067,k,Canada Holding LLC
55067,k,Cary Land Corporation
55067,k,"CC Real Estate Holdings, LLC"
55067,k,"Eighteen94 Capital, LLC"
55067,k,Favorite Food Products Limited
55067,k,"Gardenburger, LLC"
55067,k,Gollek Argentina S.R.L.
55067,k,Gollek B.V.
55067,k,Gollek Inc.
55067,k,"Gollek Interamericas, S. de R.L. de C.V."
55067,k,"Gollek Servicios, S.C."
55067,k,Gollek UK Limited
55067,k,Illinois Baking Corporation
55067,k,Infinity Logistics LFZ Enterprise*
55067,k,Instituto De Nutricion y Salud Kellogg A.C.
55067,k,Insurgent Brands LLC
55067,k,K (China) Limited
55067,k,K Europe Holding Company Limited
55067,k,K India Private Limited
55067,k,Kashi Company
55067,k,Kashi Company Pty Ltd
55067,k,"Kashi Sales, L.L.C."
55067,k,KBAR SRL
55067,k,"KECL, LLC"
55067,k,Keebler Company
55067,k,Keebler Foods Company
55067,k,Keebler Holding Corp.
55067,k,Kellogg Company Subsidiaries
55067,k,"Keebler USA, Inc."
55067,k,"Kelarg, Inc."
55067,k,Kelcorn Limited
55067,k,KELF Limited
55067,k,"Kellman, S. de R.L. de C.V."
55067,k,Kellogg (Aust.) Pty. Ltd.
55067,k,Kellogg (Deutschland) GmbH
55067,k,Kellogg (Japan) G.K.
55067,k,Kellogg (Osterreich) GmbH
55067,k,Kellogg (Schweiz) GmbH
55067,k,Kellogg (Thailand) Limited
55067,k,Kellogg (Thailand) Limited
55067,k,Kellogg Argentina S.R.L.
55067,k,Kellogg Asia Inc.
55067,k,Kellogg Asia Marketing Inc.
55067,k,Kellogg Asia Pacific Pte. Ltd.
55067,k,Kellogg Asia Products Sdn. Bhd.
55067,k,Kellogg Australia Holdings Pty. Ltd.
55067,k,Kellogg Belgium Services Company BVBA
55067,k,Kellogg Brasil Ltda.
55067,k,"Kellogg Brasil, Inc."
55067,k,Kellogg Business Services Company
55067,k,Kellogg Canada Inc.
